USAF,WBAN,STATION_NAME,CTRY,FIPS,STATE,CALL,LAT,LON,ELEV(.1M),BEGIN,END
785145,99999,EUGENIO_MARIA_DE_HO,PU,RQ,NA,TJMZ,18250,-67150,90,19421101,20041231
785200,99999,PLAYA_PORT_PONCE,PU,RQ,NA,NA,17967,-66617,30,NA,NA
785201,99999,PONCE-MERCEDITA,PU,RQ,NA,NA,18017,-66567,90,19410401,19900219
785203,99999,MERCEDITA,PU,RQ,NA,TJPS,18000,-66550,90,19900314,20130705
785204,99999,NA,NA,NA,NA,TSJU,-99999,-999999,-99999,NA,NA
785205,99999,PLAYA_PORT_PONCE,PU,RQ,NA,X69,17967,-66617,30,19790608,19830902
785260,99999,SAN_JUAN_INTL_ARPT,PU,RQ,NA,TJSJ,18417,-66000,40,19410617,20130705
785263,11641,LUIS_MUNOZ_MARIN_IN,PU,RQ,PR,TJSJ,18433,-66011,24,19960101,20130706
785265,99999,FERNANDO_LUIS_RIBAS,PU,RQ,NA,TJIG,18457,-66098,30,20110223,20130705
785350,11630,ROOSEVELT_ROADS_NAS,PU,RQ,PR,TJNR,18255,-65641,116,19730101,20130706
785355,99999,CAPE_SAN_JUAN_LS,PU,RQ,NA,X93,18383,-65617,220,19760514,19840115
785356,99999,PT_TUNA-MAUNABO,PU,RQ,NA,X92,17983,-65883,220,19760514,19861201
785359,99999,SAINT_THOMAS,VI,VQ,NA,X70,18333,-64917,20,19800611,19811002
785430,11640,C._AMALIE-CYRIL_E.,VI,VQ,VI,TIST,18336,-64980,34,19730101,20130706
785433,99999,POINT_SALINES_INTL,GD,GJ,NA,NA,12000,0,120,19850405,19910806
785434,99999,BEEF_ISLAND,VI,VQ,NA,TUPJ,18450,-64533,40,19800611,19860729
785450,99999,HAM_BLUFF_LIGHT_SAI,VI,VQ,NA,NA,17767,-64882,210,20041005,20041005
785470,11624,CHRISTIANSTED-ALEX.,VI,VQ,VI,TISX,17700,-64813,168,19410901,20101231
785474,99999,ANGUILLA,VI,VQ,NA,NA,18200,-63050,290,19920804,19940311
785500,99999,BEEF_ISL-ROADTOWN,VI,VQ,NA,TUPJ,18450,-64533,40,19810801,20130705
785510,99999,CHRISTIANSTED_HENRY,VI,VQ,NA,TISX,17700,-64783,130,20100818,20101231
785830,99999,BELIZE-PHILLIP_GOLD,BH,BH,NA,MZBZ,17533,-88300,50,19590503,20130705
785840,99999,BELIZE-LANDIVAR,BH,BH,NA,NA,17517,-88200,10,19510102,20050708
785880,99999,HALF_MOON_CAYE,BH,BH,NA,NA,17183,-87500,10,19940201,20121018
785960,99999,HUNTING_CAYE,BH,BH,NA,NA,16100,-88250,10,19940301,20000122
786150,99999,FLORES,GU,GT,NA,MGFL,16917,-89883,1150,19730101,20130705
786250,99999,POPTUN,GU,GT,NA,NA,16317,-89417,5000,19730102,20100727
786260,99999,NA,NA,NA,NA,NA,NA,NA,NA,20030921,20030921
786270,99999,HUEHUETENANGO,GU,GT,NA,MGHT,15317,-91467,19010,19730102,20130705
786290,99999,QUETZALTENANGO,GU,GT,NA,NA,14817,-91500,-99999,19871002,19890725
786310,99999,COBAN,GU,GT,NA,MGCB,15483,-90317,13160,19831105,20130705
786311,99999,TIKAL_INTL,GU,GT,NA,MGTK,16900,-89867,1300,20040510,20130201
786350,99999,LA_LIBERTAD_GUATEMALA_APT,GU,GT,NA,NA,16783,-89867,1798,19510101,19541218
786370,99999,PUERTO_BARRIOS,GU,GT,NA,MGPB,15717,-88600,10,19430711,20130705
786371,99999,POPTUN,GU,GT,NA,MGPP,16317,-89417,5000,NA,NA
786372,99999,ESQUIPULAS,GU,GT,NA,MGES,14567,-89350,9650,20051113,20130705
786373,99999,BANANERA,GU,GT,NA,MGBN,15467,-88833,400,NA,NA
786374,99999,CHAMPERICO,GU,GT,NA,MGCP,14307,-91899,110,20090601,20130705
786375,99999,PASO_CABALLOS,GU,GT,NA,MGPC,17267,-90250,610,20110330,20120615
786376,99999,MELCHOR_DE_MENCOS_AR,GU,GT,NA,MGMM,17067,-89150,14230,20110922,20130705
786390,99999,RETALHULEU,GU,GT,NA,MGRT,14533,-91667,2390,19730101,20130705
786400,99999,GUATEMALA_-OBSERVAT,GU,GT,NA,NA,14583,-90517,15020,20011026,20011026
786410,99999,GUATEMALA_-AEROPUER,GU,GT,NA,MGGT,14583,-90517,14890,19420205,20130705
786445,99999,ZACAPA,GU,GT,NA,MGZA,14967,-89533,4900,19840921,20130705
786470,99999,SAN_JOSE,GU,GT,NA,MGSJ,13917,-90817,20,19420813,20130705
786475,99999,QUEZALTENANGO,GU,GT,NA,MGQZ,14867,-91500,24310,19841012,20130705
786490,99999,LA_FRAGUA-ZACAPA,GU,GT,NA,NA,14950,-89533,-99999,19850307,19890505
786500,99999,ACAJUTLA,ES,ES,NA,MSAC,13567,-89833,150,19620401,20130705
786520,99999,LOS_ANDES,ES,ES,NA,NA,13883,-89650,17700,NA,NA
786550,99999,SANTA_ANA-EL_PALMAR,ES,ES,NA,MSSA,13967,-89533,6600,19770304,20130705
786620,99999,SAN_SALVADOR,ES,ES,NA,NA,13717,-89200,6890,20040420,20070920
786630,99999,SAN_SALVADOR-ILOPAN,ES,ES,NA,MSSS,13700,-89117,6210,19510101,20130705
786634,99999,EL_SALVADOR_INTL,ES,ES,NA,NA,13433,-89050,300,19800423,19870114
786660,99999,EL_SALVADOR_INTL._A,ES,ES,NA,MSLP,13433,-89050,250,19870116,20130705
786700,99999,SAN_MIGUEL-EL_PAPAL,ES,ES,NA,MSSM,13450,-88117,800,19840109,20130705
786720,99999,LA_UNION,ES,ES,NA,MSLU,13317,-87783,950,20021118,20130705
787000,99999,AMAPALA,HO,HO,NA,MHAM,13267,-87650,50,19570701,20130705
787001,99999,AMAPALA-LOS_PELONAS,HO,HO,NA,MHAM,13300,-87633,50,19810606,19831102
787010,99999,GUANAJA,HO,HO,NA,MHNJ,16467,-85917,20,19570701,20040723
787013,99999,GUANAJA_ISLAND,HO,HO,NA,MHNO,16467,-86067,20,19890616,20130705
787014,99999,MAPULACA_AIRPORT,HO,HO,NA,MHLP,14033,-88633,520,20110626,20110902
787015,99999,PUERTO_CASTILLA_HELI,HO,HO,NA,MHCT,16011,-86000,20,NA,NA
787030,99999,ROATAN,HO,HO,NA,MHRO,16317,-86517,20,19900105,20130705
787040,99999,TRUJILLO,HO,HO,NA,MHTR,15933,-85933,30,20060616,20130705
787050,99999,LA_CEIBA_(AIRPORT),HO,HO,NA,MHLC,15733,-86867,260,19730214,20130705
787060,99999,TELA,HO,HO,NA,MHTE,15717,-87483,30,19510101,20130705
787070,99999,YORO,HO,HO,NA,MHYR,15167,-87117,6700,19830812,20130705
787080,99999,LA_MESA_-SAN_PEDRO,HO,HO,NA,MHLM,15450,-87933,310,19570701,20130705
787094,99999,YORO,HO,HO,NA,MHYR,15133,-87133,0,19830418,19830622
787110,99999,PUERTO_LEMPIRA,HO,HO,NA,MHPL,15217,-83800,130,19610316,20130705
787140,99999,CATACAMAS,HO,HO,NA,MHCA,14900,-85933,4420,19570701,20130705
787170,99999,SANTA_ROSA_DE_COPAN,HO,HO,NA,MHSR,14783,-88783,10790,19570701,20130705
787180,99999,NUEVA_OCOTEPEQUE,HO,HO,NA,NA,14433,-89183,6260,19890401,20130705
787185,99999,CORONEL_ENRIQUE_SOT,HO,HO,NA,MHSC,14383,-87617,6280,20050114,20080612
787190,99999,LA_ESPERANZA,HO,HO,NA,MHLE,14317,-88167,16740,19890601,20130705
787200,99999,TEGUCIGALPA,HO,HO,NA,MHTG,14050,-87217,10070,19510101,20130705
787210,99999,SOTO_CANO_AB,HO,HO,NA,MHSC,14367,-87617,6280,20070801,20130705
787240,99999,CHOLUTECA,HO,HO,NA,MHCH,13317,-87150,480,19630703,20130705
787250,99999,CABO_GRACIAS_A_DIUS,NU,NT,NA,NA,15000,-82833,40,19510101,19541231
787280,99999,SAN_ISIDRO,NK,NU,NA,NA,12900,-86183,4650,NA,NA
787290,99999,CONDEGA,NK,NU,NA,NA,13367,-86400,5600,NA,NA
787300,99999,PUERTO_CABEZAS,NK,NU,NA,MNPC,14067,-83367,200,19500614,20130705
787310,99999,NANDAIME,NK,NU,NA,NA,11717,-86050,950,20041008,20050907
787320,99999,MASATEPE,NK,NU,NA,NA,11900,-86150,1500,20070226,20111204
787330,99999,RIVAS,NK,NU,NA,MNRS,11417,-85833,700,19750618,20130705
787340,99999,JINOTEGA,NK,NU,NA,MNJG,13083,-85983,10320,19820801,20130705
787350,99999,JUIGALPA,NK,NU,NA,MNJU,12100,-85367,900,19730702,20130705
787353,99999,LEON-FANOR_URROZ,NK,NU,NA,MNLN,12433,-86900,800,19821019,19830822
787360,99999,POSOLTEGA,NK,NU,NA,NA,12550,-86983,800,20061106,20061106
787370,99999,LEON,NK,NU,NA,NA,12450,-86867,1100,NA,NA
787380,99999,CORINTO,NK,NU,NA,NA,12517,-87200,100,NA,NA
787390,99999,CHINANDEGA,NK,NU,NA,MNCH,12633,-87133,600,19750618,20130705
787400,99999,OCOTAL,NK,NU,NA,NA,13617,-86467,6120,NA,NA
787410,99999,MANAGUA_A.C.SANDINO,NK,NU,NA,MNMG,12150,-86167,560,19421001,20130705
787420,99999,NAGAROTE,NK,NU,NA,NA,12250,-86550,760,NA,NA
787421,99999,PROVIDENCIALES,TI,TK,NA,MBPV,21767,-72267,50,20040713,20130705
787430,99999,MUY_MUY,NK,NU,NA,NA,12767,-85633,3200,NA,NA
787440,99999,SAN_CARLOS,NK,NU,NA,NA,11133,-84783,400,20040724,20120508
787450,99999,BLUEFIELDS,NK,NU,NA,MNBL,12000,-83767,50,19490301,20130705
787550,99999,NICOYA,CS,CS,NA,MRNC,10150,-85450,1200,19730501,20030918
787600,99999,PUNTARENAS,CS,CS,NA,NA,9967,-84833,30,19490102,20120917
787605,99999,SAN_JOSE-LA_SABANA,CS,CS,NA,NA,9933,-84100,11320,19420409,19740821
787606,99999,PASO_CANOAS,CS,CS,NA,MRPC,8967,-83533,100,19731204,19801112
787613,99999,CHACARITA,CS,CS,NA,MRCH,9983,-84783,20,19860918,20020227
787620,99999,JUAN_SANTAMARIA_INT,CS,CS,NA,MROC,9983,-84183,9340,19550704,20130705
787625,99999,TOBIAS_BOLANOS_INTL,CS,CS,NA,MRPV,9950,-84133,9940,19760305,20111201
787630,99999,AGROPECURARIA,CS,CS,NA,MRPT,9967,-84817,30,19490109,20130602
787640,99999,TOBIAS_BOLANOS_PALMA,CS,CS,NA,MRPV,9950,-84133,9970,20111105,20130705
787670,99999,PUERTO_LIMON,CS,CS,NA,MRLM,9967,-83017,30,19490101,20130705
787720,99999,PALMAR_SUR,CS,CS,NA,MRPM,8950,-83467,150,19801008,20110511
787740,99999,LIBERIA,CS,CS,NA,MRLB,10600,-85533,800,19780111,20130705
787804,99999,SAVANAH_GA-HUNTER_FLD,US,US,GA,SVN,-32133,-81200,130,19480101,19481201
787830,99999,ENRIQUE_ADOLFO_JIME,PM,PM,NA,MPEJ,9350,-79867,80,19510101,20060110
787833,99999,ENRIQUE_ADOLFO_JIME,PM,PM,NA,MPCF,9367,-79867,80,19820624,19950920
787834,99999,AUGUSTO_VERGARA,PM,PM,NA,MPNU,7833,-80283,210,19880303,19910926
787835,99999,EL_PORVENIR,PM,PM,NA,NA,9550,-78950,20,19730620,19740429
787838,99999,CAPTAIN_MANUEL_NINO,PM,PM,NA,MPCH,9467,-82517,50,19730102,20050610
787880,99999,EL_PORVENIR,PM,PM,NA,MPVR,9567,-78950,20,19441221,20060702
787885,99999,PUERTO_OBALDIA,PM,PM,NA,MPOA,8667,-77417,10,19750716,20080414
787890,99999,AILIGANDI,PM,PM,NA,NA,9250,-78033,20,NA,NA
787920,99999,TOCUMEN,PM,PM,NA,MPTO,9050,-79367,450,19730101,20130705
787930,99999,DAVID,PM,PM,NA,MPDA,8400,-82417,260,19350101,20130705
787935,99999,BOCAS_DEL_TORO,PM,PM,NA,MPBO,9350,-82250,30,19730102,20130705
787940,99999,COLON,PM,PM,NA,MPEJ,9350,-79867,80,20051125,20110202
787945,99999,CAP_MANUEL_NINO_INT,PM,PM,NA,MPCH,9450,-82517,60,20050611,20130203
787950,99999,SANTIAGO,PM,PM,NA,MPSA,8083,-80950,880,19740101,20130705
787955,99999,PANAMA_PACIFICO,PM,PM,NA,MPPA,8917,-79600,130,20061010,20130705
787956,99999,ALONSO_VALDERRAMA_-,PM,PM,NA,MPCE,7983,-80400,100,20080118,20130529
788010,99999,FT_SHERMAN_(ROCOB),PM,PM,NA,MPFS,9333,-79983,520,19730102,20060102
788060,99999,MARCOS_A_GELEBE_I,PM,PM,NA,MPMG,8983,-79550,130,19411001,20050614
788064,99999,HOWARD_AFB,PM,PM,NA,MPHO,8917,-79600,160,19800420,19800809
788065,99999,CHIVA-CHIVA,PM,PM,NA,CVV,9033,-79600,270,19830516,19851008
788067,99999,MARCOS_A._GELABERT,PM,PM,NA,MPMG,8983,-79517,130,19730102,20010921
788070,99999,COROZAL_OESTE,PM,PM,NA,NA,8967,-79567,70,20050427,20050427
788071,99999,ALBROOK_AFB-BALBOA,PM,PM,NA,MPLB,8967,-79550,90,19361001,19710314
788075,99999,TOCUMEN-GEN._OMAR,PM,PM,NA,NA,9083,-79367,410,19730601,19730630
788076,99999,LA_PALMA,PM,PM,NA,MPLP,8417,-78150,100,19730102,19950920
788077,99999,SANTIAGO,PM,PM,NA,NA,8083,-80950,830,19730102,19740429
788078,99999,RIO_HATO,PM,PM,NA,MPRH,8383,-80117,300,19390117,20060609
788079,99999,JAQUE,PM,PM,NA,MPJE,7517,-78150,90,19430813,19860619
788080,99999,ALBROOK,PM,PM,NA,MPAL,8983,-79550,660,20050809,20050812
788250,99999,CLIPPERTON,CA,IP,NA,NA,10300,-109217,10,20050319,20050319
788460,99999,ANGUILLA,VI,AV,NA,NA,18200,-63050,290,19870302,20130705
788461,99999,WALLBLAKE,VI,AV,NA,TQPF,18200,-63050,390,20040713,20130705
788465,99999,SAN_ISIDRO_AB,DR,DR,NA,MDSI,18500,-69750,340,NA,NA
788550,99999,ROSEAU,DO,DO,NA,TDPR,15300,-61400,720,20070822,20130705
788564,99999,BLACKBURNE-PLYMOUTH,AT,MH,NA,TRPM,16750,-62167,120,19810904,19970625
788570,99999,BASSETERRE,AT,SC,NA,NA,17283,-62733,90,19490101,19960607
788580,99999,GOLDEN_ROCK,AT,SC,NA,TKPK,17300,-62683,480,19730101,20130705
788590,99999,CHARLESTOWN-NEWCAST,AT,SC,NA,TKPN,17200,-62583,170,19811101,20130705
788610,99999,COOLIDGE_FIELD_(UA),AT,AC,NA,NA,17117,-61783,100,19411101,20070818
788620,99999,VC_BIRD_INTL_AIRPOR,AT,AC,NA,TAPA,17117,-61783,190,19730101,20130705
788625,99999,JOHN_A_OSBORNE_ARPT,NA,MH,NA,TRPG,16783,-62600,1680,20091009,20130630
788660,99999,PRINSES_JULIANA,NU,NT,NA,TNCM,18033,-63117,40,19580101,20130705
788730,99999,ROOSEVELT_AIRPORT_S,NU,NT,NA,TNCE,17483,-62983,400,19510205,20130705
788900,99999,LA_DESIRADE,MF,GP,NA,NA,16332,-61000,330,19510101,20101003
788910,99999,LE_MOULE,MF,GP,NA,NA,16317,-61350,250,20040531,20050412
788940,99999,ST._BARTHELEMY,MF,GP,NA,TFFJ,17900,-62850,520,19510101,20060614
788970,99999,LE_RAIZET_AERO,MF,GP,NA,TFFR,16267,-61600,80,19500701,20130705
789043,99999,BOGUS_DOMINICAN,DO,DO,NA,NA,NA,NA,NA,19880105,19880812
789050,99999,MELVILLE_HALL_AIRPO,DO,DO,NA,TDPD,15533,-61300,140,19730810,20130705
789060,99999,CANEFIELD_AIRPORT,DO,DO,NA,TDCF,15333,-61383,50,19860602,20130705
789070,99999,ROSEAU,DO,DO,NA,TDPR,15300,-61400,720,19730101,20060310
789220,99999,TRINITE_CARAVELLE,MR,MB,NA,NA,14767,-60883,340,19730901,20130705
789240,99999,LE_DIAMANT,MR,MB,NA,NA,14500,-61017,3770,20040928,20041109
789250,99999,LAMENTIN_AERO,MR,MB,NA,TFFF,14600,-61000,70,19510601,20130705
789460,99999,CASTRIES,LC,ST,NA,NA,14033,-61017,550,19490101,20011123
789470,99999,VIGIE,LC,ST,NA,TLPC,14017,-61000,20,19730108,20130705
789480,99999,HEWANORRA_INTL_AIRP,LC,ST,NA,TLPL,13750,-60950,100,19410808,20130705
789490,99999,J_F_MITCHELL,LC,VC,NA,TVSB,12983,-61250,50,20060530,20110705
789495,99999,UNION_ISLAND,NA,VC,NA,TVSU,-13083,61000,30,20070402,20120225
789500,99999,CANOUAN,NA,VC,NA,TVSC,12700,-61333,30,20091205,20130629
789505,99999,MUSTIQUE,NA,VC,NA,TVSM,12883,-61183,20,20070702,20130629
789510,99999,ARNOS_VALE,LC,VC,NA,TVSV,13133,-61200,130,19750808,20130705
789530,99999,NA,NA,NA,NA,NA,NA,NA,NA,19490101,19541201
789540,99999,GRANTLEY_ADAMS,BR,BB,NA,TBPB,13067,-59483,520,19430917,20130705
789543,99999,BRIDGETOWN_(CITY),BR,BB,NA,TBPO,13100,-59617,500,19850402,20001214
789550,99999,CARIBBEAN_METEOROLO,BR,BB,NA,NA,13150,-59617,1130,19730201,20040914
789560,99999,PEARLS_AIRPORT,GD,GJ,NA,MKPE,12150,-61617,60,19730103,20050807
789580,99999,POINT_SALINES_AIRPO,GD,GJ,NA,TGPY,12000,-61783,70,19850701,20130705
789613,99999,CROWN_POINT,TD,TD,NA,TTCP,11150,-60833,120,19880105,20130705
789620,99999,CROWN_POINT_AIRPORT,TD,TD,NA,TTPT,11150,-60833,60,19730101,20130705
789670,99999,PORT_OF_SPAIN,TD,TD,NA,NA,10650,-61517,20,NA,NA
789690,99999,PORT_OF_SPAIN,TD,TD,NA,TTPS,10633,-61500,30,NA,NA
789700,99999,PIARCO_INT._AIRPORT,TD,TD,NA,TTPP,10617,-61350,150,19410715,20130705
789820,99999,QUEEN_BEATRIX_AIRPO,NU,AA,NA,TNCA,12500,-70017,180,19421009,20130705
789880,99999,HATO_ARPT_(CIV-MIL),NU,NT,NA,TNCC,12200,-68967,90,19420901,20130705
789900,99999,FLAMINGO_AIRPORT,NU,NT,NA,TNCB,12150,-68283,70,19610426,20130705
789940,99999,BOGUS_CARIBBEAN,**,NA,NA,NA,NA,NA,NA,19850824,20040922
800000,99999,BOGUS_COLOMBIAN,CO,CO,NA,NA,NA,NA,NA,19830601,20030202
800010,99999,SAN_ANDRES_(ISLA)-S,CO,CO,NA,SKSP,12583,-81717,60,19650101,20130705
800011,99999,EDUARDO_FALLA_SOLAN,CO,CO,NA,SKSV,2150,-74767,2800,20080504,20130622
800020,99999,PROVIDENCIA_(ISLA),CO,CO,NA,SKPV,13367,-81350,60,19781226,20130705
800050,99999,CAYOS_ALBURQUERQUE,CO,CO,NA,NA,12167,-81833,0,19830701,20010911
800070,99999,CAYOS_E-SE,CO,CO,NA,NA,12400,-81467,0,19830702,20020606
800080,99999,SANTA_MARTA,CO,CO,NA,NA,11017,-74267,0,19830701,20040509
800090,99999,SANTA_MARTA-SIMON_B,CO,CO,NA,SKSM,11133,-74233,140,19520606,20130705
800220,99999,CARTAGENA-RAFAEL_NU,CO,CO,NA,SKCG,10450,-75517,120,19490324,20130705
800280,99999,BARRANQUILLA-ERNEST,CO,CO,NA,SKBQ,10883,-74783,300,19410501,20130705
800350,99999,RIOHACHA-ALMIRANTE,CO,CO,NA,SKRH,11533,-72933,40,19730101,20130705
800360,99999,VALLEDUPAR-ALFONSO,CO,CO,NA,SKVP,10433,-73250,1380,19681004,20130705
800440,99999,COROZAL-LAS_BRUJAS,CO,CO,NA,NA,9333,-75283,860,19500101,20120313
800480,99999,MAGANGUE-BARACOA,CO,CO,NA,SKMG,9267,-74817,180,19651120,19850103
800620,99999,TURBO-GONZALO_MEJIA,CO,CO,NA,NA,8117,-76733,50,19490103,19840511
800630,99999,MONTERIA-LOS_GARZON,CO,CO,NA,SKMR,8817,-75850,260,19500101,20130705
800700,99999,SAN_MARC_S,CO,CO,NA,NA,9650,-74833,411,19490412,19750702
800740,99999,EL_BANCO-LAS_FLORES,CO,CO,NA,NA,9067,-73983,340,19670508,19890921
800770,99999,OCANA-AGUAS_CLARAS,CO,CO,NA,NA,8317,-73367,14350,19730201,20120313
800810,99999,ALTO_CURICHE,CO,CO,NA,NA,7050,-76350,3011,19670701,19690611
800840,99999,APARTADO-LOS_CEDROS,CO,CO,NA,SKLC,7817,-76700,200,19800327,20130705
800880,99999,PATO,CO,CO,NA,NA,7467,-73100,789,19500104,19521231
800890,99999,OTU,CO,CO,NA,SKOT,7000,-74717,6060,19500101,20100806
800910,99999,BARRANCABERMEJA-YAR,CO,CO,NA,SKEJ,7017,-73800,1340,19500101,20130705
800930,99999,BUCARAHALGA,CO,CO,NA,NA,7100,-72800,9388,19500102,19750409
800940,99999,BUCARAMANGA-PALONEG,CO,CO,NA,SKBG,7100,-73200,11890,19750401,20130705
800970,99999,CUCUTA-CAMILO_DAZA,CO,CO,NA,SKCC,7933,-72517,3170,19500101,20130705
800990,99999,ARAUCA-SANTIAGO_PER,CO,CO,NA,SKUC,7067,-70733,1280,19500101,20130705
801000,99999,BAHIA_SOLANO-JOSE,CO,CO,NA,NA,6183,-77400,240,19810101,20060323
801005,99999,MELGAR_AB,CO,CO,NA,SKME,4217,-74617,3130,NA,NA
801100,99999,MEDELLIN-OLAYA_HERR,CO,CO,NA,SKMD,6217,-75600,14990,19490105,20130705
801103,99999,BAHIA_SOLAND_CHOCO,CO,CO,NA,MCBS,6183,-77400,240,19820707,19840226
801120,99999,RIONEGRO-J.M.CORDOV,CO,CO,NA,SKRG,6133,-75433,21420,19851201,20130705
801140,99999,ANALEI,CO,CO,NA,NA,6917,-74933,13929,19500101,19521231
801320,99999,TAME,CO,CO,NA,NA,6450,-71750,3500,19800301,20111011
801390,99999,PUERTO_CARRENO-A.GU,CO,CO,NA,SKPC,6167,-67500,550,19790409,20130705
801430,99999,CONDOTO-MANDINGA,CO,CO,NA,NA,5083,-76700,720,20020526,20020526
801440,99999,QUIBDO-EL_CARANO,CO,CO,NA,SKUI,5717,-76617,530,19490103,20130705
801480,99999,NA,NA,NA,NA,NA,NA,NA,NA,19730101,19740517
801481,99999,MANIZALES-LA_NUBIA&,CO,CO,NA,SKMZ,5033,-75467,20800,19820102,19830702
801490,99999,MANIZALES-LA_NUBIA,CO,CO,NA,SKMZ,5033,-75467,20800,19680104,20130705
801540,99999,MARIQUITA,CO,CO,NA,SKQU,5217,-74883,4670,20100619,20120313
801560,99999,PALANQUERO-GERMAN_O,CO,CO,NA,MCPQ,5483,-74650,1720,19630105,19810508
801580,99999,HONDA_APT,CO,CO,NA,NA,5250,-73250,1829,19500104,19510526
801750,99999,TRINIDAD-TRINIDAD,CO,CO,NA,NA,5433,-71650,2170,19800312,19830327
801753,99999,TRINADAD,CO,CO,NA,SKTD,5400,-71667,1980,19820625,19831025
801755,99999,RIONEGRO-JOSE_MARI&,CO,CO,NA,NA,NA,NA,NA,19860110,19861130
802030,99999,TULUA-FARFAN,CO,CO,NA,NA,4100,-76233,9550,19500322,19810123
802090,99999,CANTAGU,CO,CO,NA,NA,4767,-74067,9001,19490103,19500804
802100,99999,PEREIRA-MATECANA,CO,CO,NA,SKPE,4817,-75733,13420,19500101,20130705
802110,99999,ARMENIA-EL_EDEN,CO,CO,NA,SKAR,4500,-75717,12190,19500101,20130705
802130,99999,EL_PASO-LA_LINEA,CO,CO,NA,MCEP,4517,-75517,32640,19630103,19801031
802140,99999,IBAGUE-PERALES,CO,CO,NA,SKIB,4433,-75150,9280,19730101,20130705
802190,99999,GIRARDOT-SANTIAGO_V,CO,CO,NA,NA,4283,-74800,2930,19630103,20130622
802220,99999,BOGOTA-ELDORADO,CO,CO,NA,SKBO,4701,-74150,25480,19410301,20130705
802221,99999,TRES_ESQUINAS_AB,CO,CO,NA,SKTQ,750,-75233,1780,NA,NA
802222,99999,BAHIA_SOLANO_-_JOSE,CO,CO,NA,SKBS,6200,-77400,240,20080504,20111011
802223,99999,CHIA_-_GUAYMARAL,CO,CO,NA,SKGY,4817,-74067,25570,20080504,20120306
802225,99999,LOS_COLONIZADORES,CO,CO,NA,SKSA,6950,-71850,2130,20080504,20120313
802226,99999,EL_YOPAL,CO,CO,NA,SKYP,5317,-72383,3130,20080504,20130622
802227,99999,SANTA_ANA_-_CARTAGO,CO,CO,NA,SKGO,4750,-75950,9080,20100619,20101013
802340,99999,VILLAVICENCIO-VANGU,CO,CO,NA,SKVV,4167,-73617,4310,19500101,20130705
802410,99999,LAS_GAVIOTAS,CO,CO,NA,NA,4550,-70917,1670,19730518,20120115
802520,99999,BUENAVENTURA,CO,CO,NA,SKBU,3850,-76967,150,19330103,20130611
802590,99999,CALI-ALFONSO_BONILL,CO,CO,NA,SKCL,3550,-76383,9690,19490103,20130705
803000,99999,GUAPI,CO,CO,NA,NA,2583,-77900,540,19800301,20130404
803080,99999,POPAYAN-MACHANGARA,CO,CO,NA,SKPP,2467,-76600,17300,19490513,20130203
803150,99999,NEIVA-BENITO_SALAS,CO,CO,NA,SKNV,2967,-75300,4430,19640909,20130705
803180,99999,SAN_VICENTE_DEL_CAG,CO,CO,NA,NA,2150,-74800,3000,19800301,19840508
803220,99999,SAN_JOSE_DEL_GUAVIA,CO,CO,NA,SKSJ,2567,-72633,1840,19800803,20120313
803360,99999,TUMACO-LA_FLORIDA,CO,CO,NA,NA,1817,-78750,60,19360916,20130131
803370,99999,TUMACO,CO,CO,NA,NA,1850,-78767,50,19741008,20021029
803390,99999,NA,NA,NA,NA,NA,NA,NA,NA,19390401,19420831
803410,99999,DOS_RIOS,CO,CO,NA,NA,1950,-76817,5846,19380601,19521011
803420,99999,PASTO-ANTONIO_NARIN,CO,CO,NA,SKPS,1417,-77267,18260,19610102,20130705
803460,99999,PITALITO,CO,CO,NA,NA,1867,-76050,13200,19800401,20030901
803540,99999,FLORENCIA-CAPITOLIO,CO,CO,NA,SKFL,1600,-75533,2440,19661201,20130622
803610,99999,MITU,CO,CO,NA,SKMU,1117,-70083,2070,19500104,20120313
803700,99999,IPIALES-SAN_LUIS,CO,CO,NA,SKIP,817,-77633,29610,19490103,20130705
803720,99999,PUERTO_ASIS,CO,CO,NA,SKAS,500,-76500,2540,19730101,20130622
803770,99999,NA,NA,NA,NA,NA,NA,NA,NA,20011116,20030625
803850,99999,PUERTO_LEGUIZAMO,CO,CO,NA,NA,-200,-74767,1470,19810101,19820504
803980,99999,LETICIA-VASQUEZ_COB,CO,CO,NA,SKLT,-4167,-69950,840,19670601,20130705
804000,99999,ISLA_DE_AVES_-BASE,VN,VE,NA,NA,15700,-63633,80,19800502,20100530
804020,99999,BOGUS_VENEZUELAN,VN,VE,NA,NA,-99999,-999999,-99999,19490101,20011224
804025,99999,CAPITAN_MANUEL_RIOS,VN,VE,NA,SVCZ,9367,-66917,1600,20040908,20130621
804030,99999,CORO,VN,VE,NA,SVCR,11417,-69683,170,19500106,20130705
804043,99999,JOSEFA_CAMEJO,VN,VE,NA,SVJC,11783,-70150,230,19900424,20130705
804050,99999,LA_ORCHILA,VN,VE,NA,SVLO,11800,-66183,30,19590101,20130623
804070,99999,MARACAIBO-LA_CHINIT,VN,VE,NA,SVMC,10567,-71733,650,19500101,20130705
804100,99999,BARQUISIMETO,VN,VE,NA,SVBM,10067,-69317,6140,19500106,20130705
804103,99999,SUB_TENIENTE_NESTOR,VN,VE,NA,SVSP,10267,-68750,2320,19900724,20130705
804105,99999,CANAIMA,VN,VE,NA,SVCN,6233,-62850,4420,20110326,20130705
804120,99999,PTO._CABELLO,VN,VE,NA,SVPC,10500,-68000,20,19620801,20130705
